Current Real Time,Time Elapsed (sec),Local Server Time,Remote Est Time,Diff
6169177820,949.74,951993154,,#N/A
6169227399,949.79,952042733,952026269,-16464
6169677822,950.24,952493155,,#N/A
6170177824,950.74,952993157,,#N/A
6170230371,950.8,953045705,953029567,-16138
6170677826,951.24,953493159,,#N/A
6171177830,951.74,953993164,,#N/A
6171233370,951.8,954048704,954032530,-16174
6171677831,952.24,954493164,,#N/A
6172177834,952.74,954993167,,#N/A
6172236514,952.8,955051848,955035787,-16061
6172677835,953.24,955493168,,#N/A
6173177839,953.74,955993173,,#N/A
6173258135,953.82,956073470,956066520,-6950
6173677840,954.24,956493174,,#N/A
6174177843,954.74,956993177,,#N/A
6174261858,954.83,957077193,957060999,-16194
6174677844,955.24,957493178,,#N/A
6175177845,955.74,957993178,,#N/A
6175263248,955.83,958078582,958061728,-16854
6175677847,956.24,958493180,,#N/A
6176177848,956.74,958993181,,#N/A
6176266765,956.83,959082098,959065643,-16455
6176677849,957.24,959493183,,#N/A
6177177850,957.74,959993183,,#N/A
6177268478,957.83,960083812,960066853,-16959
6177677851,958.24,960493184,,#N/A
6178177852,958.74,960993185,,#N/A
6178271934,958.84,961087267,961070784,-16483
6178677854,959.24,961493187,,#N/A
6179177856,959.74,961993189,,#N/A
6179275809,959.84,962091144,962075005,-16139
6179677858,960.24,962493191,,#N/A
6180177859,960.74,962993192,,#N/A
6180298414,960.86,963113748,963106946,-6802
6180677860,961.24,963493193,,#N/A
6181177861,961.74,963993195,,#N/A
6181301438,961.87,964116772,964100387,-16385
6181677862,962.24,964493196,,#N/A
6182177864,962.74,964993197,,#N/A
6182305462,962.87,965120796,965104836,-15960
6182677866,963.24,965493199,,#N/A
6183177870,963.74,965993204,,#N/A
6183308665,963.87,966123999,966107505,-16494
6183677871,964.24,966493204,,#N/A
6184177877,964.74,966993212,,#N/A
6184314268,964.88,967129602,967114181,-15421
6184677879,965.24,967493212,,#N/A
6185177880,965.74,967993213,,#N/A
6185318618,965.88,968133952,968118028,-15924
6185677881,966.24,968493215,,#N/A
6186177884,966.74,968993218,,#N/A
6186327307,966.89,969142642,969123679,-18963
6186677888,967.24,969493221,,#N/A
6187177889,967.74,969993223,,#N/A
6187330516,967.9,970145850,970129464,-16386
6187677890,968.24,970493223,,#N/A
6188177891,968.74,970993225,,#N/A
6188334906,968.9,971150240,971134484,-15756
6188677893,969.24,971493226,,#N/A
6189177894,969.74,971993227,,#N/A
6189338973,969.91,972154307,972138002,-16305
6189677895,970.24,972493228,,#N/A
6190177899,970.74,972993233,,#N/A
6190343105,970.91,973158439,973142485,-15954
6190677900,971.24,973493233,,#N/A
6191177902,971.74,973993235,,#N/A
6191344857,971.91,974160191,974142960,-17231
6191677903,972.24,974493236,,#N/A
6192177904,972.74,974993238,,#N/A
6192348210,972.91,975163543,975147426,-16117
6192677906,973.24,975493239,,#N/A
6193177907,973.74,975993240,,#N/A
6193352173,973.92,976167507,976151408,-16099
6193677909,974.24,976493242,,#N/A
6194177910,974.74,976993243,,#N/A
6194355631,974.92,977170964,977154708,-16256
6194677912,975.24,977493245,,#N/A
6195177914,975.74,977993247,,#N/A
6195358565,975.92,978173898,978157324,-16574
6195677927,976.24,978493260,,#N/A
6196177928,976.74,978993261,,#N/A
6196361708,976.93,979177041,979160490,-16551
6196677929,977.24,979493263,,#N/A
6197177931,977.74,979993264,,#N/A
6197363421,977.93,980178755,980161420,-17335
6197677933,978.24,980493267,,#N/A
6198177935,978.74,980993268,,#N/A
6198365294,978.93,981180628,981163240,-17388
6198677936,979.24,981493269,,#N/A
6199177937,979.74,981993271,,#N/A
6199366954,979.93,982182288,982164883,-17405
6199677938,980.24,982493272,,#N/A
6200177940,980.74,982993274,,#N/A
6200371413,980.94,983186747,983170720,-16027
6200677979,981.24,983493314,,#N/A
6201177981,981.74,983993314,,#N/A
6201374035,981.94,984189369,984172564,-16805
6201677982,982.24,984493315,,#N/A
6202177983,982.74,984993316,,#N/A
6202377306,982.94,985192639,985176040,-16599
6202677984,983.24,985493317,,#N/A
6203177985,983.74,985993319,,#N/A
6203380578,983.95,986195912,986179224,-16688
6203677986,984.24,986493320,,#N/A
6204177987,984.74,986993320,,#N/A
6204383634,984.95,987198968,987182322,-16646
6204677988,985.24,987493322,,#N/A
6205177989,985.74,987993322,,#N/A
6205388003,985.95,988203337,988187193,-16144
6205677990,986.24,988493323,,#N/A
6206177992,986.74,988993325,,#N/A
6206390765,986.96,989206100,989189285,-16815
6206677993,987.24,989493327,,#N/A
6207177995,987.74,989993328,,#N/A
6207393663,987.96,990208997,990191980,-17017
6207677997,988.24,990493330,,#N/A
6208177998,988.74,990993331,,#N/A
6208396697,988.96,991212031,991195192,-16839
6208677999,989.24,991493333,,#N/A
6209178001,989.74,991993334,,#N/A
6209399680,989.97,992215014,992198145,-16869
6209678002,990.24,992493336,,#N/A
6210178004,990.74,992993337,,#N/A
6210402432,990.97,993217766,993201051,-16715
6210678005,991.24,993493338,,#N/A
6211178006,991.74,993993340,,#N/A
6211405486,991.97,994220820,994203998,-16822
6211678007,992.24,994493340,,#N/A
6212178008,992.74,994993342,,#N/A
6212444695,993.01,995260032,995225104,-34928
6212678010,993.24,995493343,,#N/A
6213178012,993.74,995993345,,#N/A
6213448626,994.01,996263960,996246761,-17199
6213678014,994.24,996493347,,#N/A
6214178018,994.74,996993353,,#N/A
6214452122,995.02,997267458,997250201,-17257
6214678021,995.24,997493355,,#N/A
6215178022,995.74,997993355,,#N/A
6215455816,996.02,998271149,998254084,-17065
6215678024,996.24,998493358,,#N/A
6216178025,996.74,998993358,,#N/A
6216458862,997.03,999274195,999257515,-16680
6216678026,997.24,999493359,,#N/A
6217178029,997.74,999993363,,#N/A
6217460398,998.03,1000275732,1000258243,-17489
6217678030,998.24,1000493363,,#N/A
6218178031,998.74,1000993365,,#N/A
6218463513,999.03,1001278847,1001261955,-16892
6218678033,999.24,1001493366,,#N/A
6219178034,999.74,1001993367,,#N/A
6219467118,1000.03,1002282452,1002265231,-17221
6219678035,1000.24,1002493368,,#N/A
6220178036,1000.74,1002993369,,#N/A
6220469982,1001.04,1003285316,1003268061,-17255
6220678041,1001.24,1003493375,,#N/A
6221178043,1001.74,1003993376,,#N/A
6221472767,1002.04,1004288101,1004271075,-17026
6221678044,1002.24,1004493377,,#N/A
6222178045,1002.74,1004993379,,#N/A
6222475710,1003.04,1005291044,1005274044,-17000
6222678046,1003.24,1005493380,,#N/A
6223178048,1003.74,1005993381,,#N/A
6223479081,1004.05,1006294416,1006276832,-17584
6223678095,1004.24,1006493429,,#N/A
6224178096,1004.74,1006993429,,#N/A
6224482285,1005.05,1007297619,1007280567,-17052
6224678097,1005.24,1007493430,,#N/A
6225178098,1005.74,1007993432,,#N/A
6225486850,1006.05,1008302184,1008285877,-16307
6225678100,1006.24,1008493433,,#N/A
6226178102,1006.74,1008993436,,#N/A
6226490009,1007.06,1009305342,1009288114,-17228
6226678104,1007.24,1009493437,,#N/A
6227178105,1007.74,1009993438,,#N/A
6227493598,1008.06,1010308932,1010291453,-17479
6227678106,1008.24,1010493439,,#N/A
6228178107,1008.74,1010993440,,#N/A
6228495537,1009.06,1011310871,1011293359,-17512
6228678109,1009.24,1011493442,,#N/A
6229178111,1009.74,1011993445,,#N/A
6229499027,1010.07,1012314361,1012297057,-17304
6229678113,1010.24,1012493446,,#N/A
6230178117,1010.74,1012993451,,#N/A
6230502077,1011.07,1013317411,1013300085,-17326
6230678119,1011.24,1013493452,,#N/A
6231178120,1011.74,1013993453,,#N/A
6231504941,1012.07,1014320274,1014302962,-17312
6231678121,1012.24,1014493454,,#N/A
6232178122,1012.74,1014993456,,#N/A
6232507764,1013.07,1015323097,1015305809,-17288
6232678124,1013.24,1015493458,,#N/A
6233178126,1013.74,1015993459,,#N/A
6233510821,1014.08,1016326155,1016308788,-17367
6233678128,1014.24,1016493461,,#N/A
6234178129,1014.74,1016993463,,#N/A
6234513735,1015.08,1017329069,1017311595,-17474
6234678131,1015.24,1017493464,,#N/A
6235178132,1015.74,1017993466,,#N/A
6235516195,1016.08,1018331528,1018313880,-17648
6235678134,1016.24,1018493467,,#N/A
6236178135,1016.74,1018993469,,#N/A
6236517897,1017.08,1019333231,1019315404,-17827
6236678136,1017.24,1019493470,,#N/A
6237178137,1017.74,1019993470,,#N/A
6237520950,1018.09,1020336283,1020318784,-17499
6237678138,1018.24,1020493471,,#N/A
6238178139,1018.74,1020993472,,#N/A
6238539279,1019.11,1021354612,1021344924,-9688
6238678140,1019.24,1021493474,,#N/A
6239178391,1019.74,1021993725,,#N/A
6239542568,1020.11,1022357902,1022340808,-17094
6239678392,1020.24,1022493725,,#N/A
6240178393,1020.74,1022993727,,#N/A
6240546019,1021.11,1023361353,1023343749,-17604
6240678394,1021.24,1023493728,,#N/A
6241178396,1021.74,1023993729,,#N/A
6241547713,1022.11,1024363046,1024344980,-18066
6241678397,1022.24,1024493730,,#N/A
6242178399,1022.74,1024993732,,#N/A
6242549571,1023.12,1025364904,1025346948,-17956
6242678400,1023.24,1025493734,,#N/A
6243178401,1023.74,1025993734,,#N/A
6243552285,1024.12,1026367619,1026350027,-17592
6243678402,1024.24,1026493735,,#N/A
6244178403,1024.74,1026993736,,#N/A
6244553872,1025.12,1027369205,1027351272,-17933
6244678404,1025.24,1027493737,,#N/A
6245178406,1025.74,1027993739,,#N/A
6245578596,1026.14,1028393929,1028387368,-6561
6245678407,1026.24,1028493740,,#N/A
6246178408,1026.74,1028993742,,#N/A
6246580443,1027.15,1029395777,1029377613,-18164
6246678409,1027.24,1029493742,,#N/A
6247178410,1027.74,1029993743,,#N/A
6247582086,1028.15,1030397419,1030379238,-18181
6247678411,1028.24,1030493744,,#N/A
6248178412,1028.74,1030993745,,#N/A
6248583982,1029.15,1031399316,1031381083,-18233
6248678453,1029.24,1031493787,,#N/A
6249178455,1029.74,1031993788,,#N/A
6249586194,1030.15,1032401527,1032383483,-18044
6249678457,1030.24,1032493790,,#N/A
6250178458,1030.74,1032993792,,#N/A
6250589087,1031.16,1033404421,1033386781,-17640
6250678460,1031.24,1033493793,,#N/A
6251178461,1031.74,1033993794,,#N/A
6251590940,1032.16,1034406273,1034388058,-18215
6251678463,1032.24,1034493796,,#N/A
6252178465,1032.74,1034993798,,#N/A
6252593692,1033.16,1035409026,1035391362,-17664
6252678466,1033.24,1035493799,,#N/A
6253178467,1033.74,1035993800,,#N/A
6253596630,1034.16,1036411963,1036394267,-17696
6253678469,1034.24,1036493802,,#N/A
6254178470,1034.74,1036993803,,#N/A
6254599441,1035.17,1037414774,1037397060,-17714
6254678471,1035.24,1037493805,,#N/A
6255178472,1035.74,1037993805,,#N/A
6255603227,1036.17,1038418561,1038400468,-18093
6255678475,1036.24,1038493808,,#N/A
6256178476,1036.74,1038993810,,#N/A
6256605236,1037.17,1039420569,1039402017,-18552
6256678478,1037.24,1039493811,,#N/A
6257178480,1037.74,1039993813,,#N/A
6257608058,1038.17,1040423392,1040405735,-17657
6257678481,1038.24,1040493814,,#N/A
6258178483,1038.74,1040993816,,#N/A
6258612464,1039.18,1041427798,1041409157,-18641
6258678484,1039.24,1041493818,,#N/A
6259178485,1039.74,1041993818,,#N/A
6259738718,1040.3,1042554053,1042474734,#N/A
6259738742,1040.3,1042554077,,#N/A
6260238744,1040.8,1043054077,,#N/A
6260741590,1041.31,1043556923,1043538916,-18007
6260741597,1041.31,1043556931,,#N/A
6261241598,1041.81,1044056931,,#N/A
6261744184,1042.31,1044559517,1044540791,-18726
6261744192,1042.31,1044559525,,#N/A
6262244193,1042.81,1045059526,,#N/A
6262747094,1043.31,1045562428,1045544612,-17816
6262747103,1043.31,1045562437,,#N/A
6263247105,1043.81,1046062439,,#N/A
6263748589,1044.31,1046563922,1046545519,-18403
6263748598,1044.31,1046563932,,#N/A
6264248600,1044.81,1047063933,,#N/A
6264751523,1045.32,1047566856,1047549075,-17781
6264751530,1045.32,1047566863,,#N/A
6265251532,1045.82,1048066865,,#N/A
6265754503,1046.32,1048569837,1048551907,-17930
6265754513,1046.32,1048569847,,#N/A
6266254515,1046.82,1049069848,,#N/A
6266757155,1047.32,1049572489,1049554679,-17810
6266757164,1047.32,1049572498,,#N/A
6267257166,1047.82,1050072499,,#N/A
6267804225,1048.37,1050619560,1050579479,#N/A
6267804241,1048.37,1050619576,,#N/A
6268304242,1048.87,1051119575,,#N/A
6268805924,1049.37,1051621258,1051602637,-18621
6268805931,1049.37,1051621264,,#N/A
6269305932,1049.87,1052121266,,#N/A
6269809153,1050.38,1052624487,1052606255,-18232
6269809160,1050.38,1052624494,,#N/A
6270309161,1050.88,1053124494,,#N/A
6270812757,1051.38,1053628090,1053610085,-18005
6270812764,1051.38,1053628098,,#N/A
6271312765,1051.88,1054128098,,#N/A
6271818886,1052.39,1054634220,1054617888,-16332
6271818893,1052.39,1054634227,,#N/A
6272318894,1052.89,1055134227,,#N/A
6272818895,1053.39,1055634228,,#N/A
6272821900,1053.39,1055637233,1055619320,-17913
6273318896,1053.89,1056134229,,#N/A
6273818897,1054.39,1056634230,,#N/A
6273823769,1054.39,1056639102,1056620488,-18614
6274318898,1054.89,1057134232,,#N/A
6274818899,1055.39,1057634233,,#N/A
6274827242,1055.39,1057642576,1057624355,-18221
6275318901,1055.89,1058134234,,#N/A
6275818902,1056.39,1058634235,,#N/A
6275830244,1056.4,1058645578,1058627124,-18454
6276318903,1056.89,1059134237,,#N/A
6276818904,1057.39,1059634237,,#N/A
6276834142,1057.4,1059649476,1059630979,-18497
6277318905,1057.89,1060134238,,#N/A
6277818907,1058.39,1060634240,,#N/A
6277837654,1058.4,1060652988,1060634644,-18344
6278319045,1058.89,1061134379,,#N/A
6278819046,1059.39,1061634379,,#N/A
6278839645,1059.41,1061654979,1061636594,-18385
6279319048,1059.89,1062134381,,#N/A
6279819049,1060.39,1062634382,,#N/A
6279843041,1060.41,1062658375,1062640087,-18288
6280319051,1060.89,1063134384,,#N/A
6280819052,1061.39,1063634386,,#N/A
6280846229,1061.41,1063661562,1063643433,-18129
6281319054,1061.89,1064134387,,#N/A
6281819056,1062.39,1064634389,,#N/A
6281849221,1062.42,1064664554,1064646500,-18054
6282319058,1062.89,1065134391,,#N/A
6282819463,1063.39,1065634796,,#N/A
6282862561,1063.43,1065677895,1065659172,-18723
6283319465,1063.89,1066134798,,#N/A
6283819475,1064.39,1066634808,,#N/A
6283865196,1064.43,1066680529,1066661353,-19176
6284319479,1064.89,1067134813,,#N/A
6284819483,1065.39,1067634817,,#N/A
6284868579,1065.43,1067683914,1067665722,-18192
6285319485,1065.89,1068134818,,#N/A
6285819487,1066.39,1068634820,,#N/A
6285870792,1066.44,1068686126,1068667479,-18647
6286319488,1066.89,1069134822,,#N/A
6286819489,1067.39,1069634823,,#N/A
6286873730,1067.44,1069689065,1069670866,-18199
6287319490,1067.89,1070134824,,#N/A
6287819492,1068.39,1070634826,,#N/A
6287877418,1068.44,1070692752,1070674288,-18464
6288319493,1068.89,1071134826,,#N/A
6288819494,1069.39,1071634827,,#N/A
6288879687,1069.45,1071695021,1071676465,-18556
6289319495,1069.89,1072134828,,#N/A
6289819496,1070.39,1072634830,,#N/A
6289883157,1070.45,1072698491,1072680033,-18458
6290319497,1070.89,1073134830,,#N/A
6290819500,1071.39,1073634833,,#N/A
6290886819,1071.45,1073702152,1073683760,-18392
6291319502,1071.89,1074134835,,#N/A
6291819503,1072.39,1074634837,,#N/A
6291890181,1072.46,1074705514,1074687452,-18062
6292319505,1072.89,1075134838,,#N/A
6292819506,1073.39,1075634839,,#N/A
6292893112,1073.46,1075708446,1075690019,-18427
6293319507,1073.89,1076134840,,#N/A
6293819509,1074.39,1076634842,,#N/A
6293895092,1074.46,1076710426,1076691314,-19112
6294319510,1074.89,1077134843,,#N/A
6294819512,1075.39,1077634846,,#N/A
6294898020,1075.46,1077713354,1077695205,-18149
6295319513,1075.89,1078134847,,#N/A
6295819515,1076.39,1078634848,,#N/A
6295901021,1076.47,1078716355,1078697924,-18431
6296319516,1076.89,1079134849,,#N/A
6296819517,1077.39,1079634851,,#N/A
6296904425,1077.47,1079719759,1079701565,-18194
6297319518,1077.89,1080134852,,#N/A
6297819520,1078.39,1080634853,,#N/A
6297907288,1078.47,1080722622,1080704087,-18535
6298319521,1078.89,1081134854,,#N/A
6298819522,1079.39,1081634855,,#N/A
6298909998,1079.48,1081725332,1081707006,-18326
6299319535,1079.89,1082134869,,#N/A
6299819537,1080.39,1082634870,,#N/A
6299913304,1080.48,1082728637,1082709979,-18658
6300319779,1080.89,1083135113,,#N/A
6300819780,1081.39,1083635114,,#N/A
6300915822,1081.48,1083731155,1083712651,-18504
6301319782,1081.89,1084135115,,#N/A
6301819783,1082.39,1084635116,,#N/A
6301918675,1082.48,1084734009,1084715451,-18558
6302319785,1082.89,1085135118,,#N/A
6302819786,1083.39,1085635119,,#N/A
6302921228,1083.49,1085736561,1085717993,-18568
6303319787,1083.89,1086135120,,#N/A
6303819789,1084.39,1086635123,,#N/A
6303922824,1084.49,1086738158,1086718989,-19169
6304319791,1084.89,1087135124,,#N/A
6304819792,1085.39,1087635125,,#N/A
6304925801,1085.49,1087741134,1087722682,-18452
6305319794,1085.89,1088135127,,#N/A
6305819795,1086.39,1088635128,,#N/A
6305927946,1086.49,1088743280,1088724011,-19269
6306319797,1086.89,1089135130,,#N/A
6306819799,1087.39,1089635132,,#N/A
6306932523,1087.5,1089747856,1089729174,-18682
6307319801,1087.89,1090135134,,#N/A
6307819802,1088.39,1090635136,,#N/A
6307935756,1088.5,1090751089,1090732406,-18683
6308319803,1088.89,1091135136,,#N/A
6308819805,1089.39,1091635138,,#N/A
6308939861,1089.51,1091755195,1091737053,-18142
6309319807,1089.89,1092135140,,#N/A
6309819809,1090.39,1092635142,,#N/A
6309942682,1090.51,1092758016,1092739283,-18733
6310319810,1090.89,1093135143,,#N/A
6310819811,1091.39,1093635144,,#N/A
6310945748,1091.51,1093761081,1093742448,-18633
6311319812,1091.89,1094135146,,#N/A
6311819814,1092.39,1094635147,,#N/A
6311949507,1092.52,1094764841,1094745816,-19025
6312319815,1092.89,1095135149,,#N/A
6312819816,1093.39,1095635149,,#N/A
6312950949,1093.52,1095766283,1095747115,-19168
6313319817,1093.89,1096135151,,#N/A
6313819819,1094.39,1096635153,,#N/A
6313954525,1094.52,1096769858,1096750327,-19531
6314319821,1094.89,1097135154,,#N/A
6314819823,1095.39,1097635156,,#N/A
6314957438,1095.52,1097772772,1097754144,-18628
6315319825,1095.89,1098135159,,#N/A
6315819826,1096.39,1098635159,,#N/A
6315979387,1096.55,1098794720,1098785465,-9255
6316319827,1096.89,1099135161,,#N/A
6316819829,1097.39,1099635162,,#N/A
6316982477,1097.55,1099797810,1099779117,-18693
6317319831,1097.89,1100135165,,#N/A
6317819832,1098.39,1100635165,,#N/A
6317985676,1098.55,1100801010,1100782345,-18665
6318319839,1098.89,1101135173,,#N/A
6318820807,1099.39,1101636140,,#N/A
6318987480,1099.55,1101802814,1101783431,-19383
6319320808,1099.89,1102136141,,#N/A
6319820810,1100.39,1102636143,,#N/A
6319990710,1100.56,1102806045,1102787378,-18667
6320320811,1100.89,1103136144,,#N/A
6320820812,1101.39,1103636146,,#N/A
6320993851,1101.56,1103809185,1103790347,-18838
6321320813,1101.89,1104136146,,#N/A
6321820815,1102.39,1104636148,,#N/A
6321996616,1102.56,1104811950,1104793049,-18901
6322320821,1102.89,1105136155,,#N/A
6322820822,1103.39,1105636155,,#N/A
6323019964,1103.59,1105835298,1105826009,-9289
6323320825,1103.89,1106136159,,#N/A
6323820826,1104.39,1106636160,,#N/A
6324022349,1104.59,1106837682,1106817790,-19892
6324320827,1104.89,1107136161,,#N/A
6324820829,1105.39,1107636163,,#N/A
6325025343,1105.59,1107840677,1107821778,-18899
6325320831,1105.89,1108136164,,#N/A
6325820834,1106.39,1108636167,,#N/A
6326028809,1106.59,1108844143,1108825128,-19015
6326320835,1106.89,1109136169,,#N/A
6326820836,1107.39,1109636169,,#N/A
6327031610,1107.6,1109846944,1109828140,-18804
6327320837,1107.89,1110136170,,#N/A
6327820838,1108.39,1110636171,,#N/A
6328034327,1108.6,1110849661,1110830868,-18793
6328320840,1108.89,1111136173,,#N/A
6328820841,1109.39,1111636174,,#N/A
6329037265,1109.6,1111852599,1111833655,-18944
6329320842,1109.89,1112136175,,#N/A
6329820843,1110.39,1112636176,,#N/A
6330038899,1110.61,1112854233,1112834602,-19631
6330320845,1110.89,1113136178,,#N/A
6330820846,1111.39,1113636179,,#N/A
6331041785,1111.61,1113857118,1113838172,-18946
6331320847,1111.89,1114136181,,#N/A
6331820848,1112.39,1114636182,,#N/A
6332044593,1112.61,1114859926,1114840854,-19072
6332320849,1112.89,1115136182,,#N/A
6332820851,1113.39,1115636184,,#N/A
6333047830,1113.61,1115863164,1115844055,-19109
6333320853,1113.89,1116136186,,#N/A
6333820854,1114.39,1116636188,,#N/A
6334049144,1114.62,1116864478,1116844900,-19578
6334320856,1114.89,1117136189,,#N/A
6334820857,1115.39,1117636190,,#N/A
6335052111,1115.62,1117867445,1117848466,-18979
6335320862,1115.89,1118136196,,#N/A
6335820863,1116.39,1118636196,,#N/A
6336054899,1116.62,1118870233,1118851161,-19072
6336320864,1116.89,1119136203,,#N/A
6336825707,1117.39,1119641041,,#N/A
6337059266,1117.63,1119874600,1119855088,-19512
6337325710,1117.89,1120141044,,#N/A
6337825711,1118.39,1120641045,,#N/A
6338063212,1118.63,1120878545,1120860148,-18397
6338325712,1118.89,1121141046,,#N/A
6338825715,1119.39,1121641049,,#N/A
6339067038,1119.63,1121882371,1121862670,-19701
6339325716,1119.89,1122141050,,#N/A
6339825717,1120.39,1122641050,,#N/A
6340071311,1120.64,1122886644,1122867324,-19320
6340325720,1120.89,1123141054,,#N/A
6340825722,1121.39,1123641056,,#N/A
6341074692,1121.64,1123890026,1123870675,-19351
6341325723,1121.89,1124141057,,#N/A
6341825725,1122.39,1124641058,,#N/A
6342076547,1122.64,1124891881,1124871903,-19978
6342325728,1122.89,1125141061,,#N/A
6342825730,1123.39,1125641064,,#N/A
6343098812,1123.66,1125914146,1125885254,-28892
6343325731,1123.89,1126141064,,#N/A
6343827133,1124.39,1126642468,,#N/A
6344100910,1124.67,1126916243,1126896529,-19714
6344327135,1124.89,1127142468,,#N/A
6344827136,1125.39,1127642469,,#N/A
6345103878,1125.67,1127919212,1127900244,-18968
6345327137,1125.89,1128142470,,#N/A
6345827138,1126.39,1128642472,,#N/A
6346107321,1126.67,1128922655,1128903340,-19315
6346327140,1126.89,1129142473,,#N/A
6346827141,1127.39,1129642474,,#N/A
6347110397,1127.68,1129925731,1129906417,-19314
6347327142,1127.89,1130142476,,#N/A
6347827145,1128.39,1130642479,,#N/A
6348113804,1128.68,1130929138,1130909639,-19499
6348327146,1128.89,1131142479,,#N/A
6348827148,1129.39,1131642482,,#N/A
6349117046,1129.68,1131932380,1131912866,-19514
6349327149,1129.89,1132142482,,#N/A
6349827150,1130.39,1132642483,,#N/A
6350120649,1130.69,1132935983,1132916516,-19467
6350327151,1130.89,1133142484,,#N/A
6350827153,1131.39,1133642486,,#N/A
6351123417,1131.69,1133938751,1133919349,-19402
6351327154,1131.89,1134142487,,#N/A
6351827155,1132.39,1134642489,,#N/A
6352126579,1132.69,1134941914,1134922360,-19554
6352327156,1132.89,1135142490,,#N/A
6352827157,1133.39,1135642490,,#N/A
6353129754,1133.7,1135945088,1135925631,-19457
6353327159,1133.89,1136142492,,#N/A
6353827161,1134.39,1136642494,,#N/A
6354132401,1134.7,1136947735,1136928226,-19509
6354327162,1134.89,1137142495,,#N/A
6354827164,1135.39,1137642497,,#N/A
6355135098,1135.7,1137950432,1137931050,-19382
6355327165,1135.89,1138142498,,#N/A
6355827167,1136.39,1138642500,,#N/A
6356137953,1136.7,1138953286,1138933803,-19483
6356327169,1136.89,1139142502,,#N/A
6356827170,1137.39,1139642504,,#N/A
6357141557,1137.71,1139956891,1139936942,-19949
6357327171,1137.89,1140142504,,#N/A
6357827172,1138.39,1140642505,,#N/A
6358144488,1138.71,1140959822,1140940373,-19449
6358327174,1138.89,1141142507,,#N/A
6358827176,1139.39,1141642509,,#N/A
6359147118,1139.71,1141962452,1141942959,-19493
6359327177,1139.89,1142142511,,#N/A
6359827179,1140.39,1142642513,,#N/A
6360150494,1140.72,1142965828,1142946110,-19718
6360327181,1140.89,1143142514,,#N/A
6360827182,1141.39,1143642516,,#N/A
6361153919,1141.72,1143969253,1143949400,-19853
6361327183,1141.89,1144142517,,#N/A
6361827184,1142.39,1144642518,,#N/A
6362156748,1142.72,1144972082,1144952530,-19552
6362327185,1142.89,1145142518,,#N/A
6362827186,1143.39,1145642519,,#N/A
6363159766,1143.73,1145975100,1145955546,-19554
6363327187,1143.89,1146142520,,#N/A
6363827188,1144.39,1146642522,,#N/A
6364163497,1144.73,1146978831,1146959640,-19191
6364327190,1144.89,1147142523,,#N/A
6364827192,1145.39,1147642525,,#N/A
6365166756,1145.73,1147982089,1147962353,-19736
6365327196,1145.89,1148142530,,#N/A
6365827198,1146.39,1148642531,,#N/A
6366169688,1146.74,1148985021,1148965353,-19668
6366327199,1146.89,1149142533,,#N/A
6366827202,1147.39,1149642535,,#N/A
6367179673,1147.75,1149995007,1149978974,-16033
6367327208,1147.89,1150142543,,#N/A
6367827209,1148.39,1150642542,,#N/A
6368181299,1148.75,1150996633,1150976366,-20267
6368327210,1148.89,1151142543,,#N/A
6368827212,1149.39,1151642545,,#N/A
6369184969,1149.75,1152000303,1151980352,-19951
6369327216,1149.89,1152142550,,#N/A
6369827218,1150.39,1152642552,,#N/A
6370189031,1150.76,1153004364,1152985066,-19298
6370327219,1150.89,1153142553,,#N/A
6370827220,1151.39,1153642553,,#N/A
6371192347,1151.76,1154007681,1153988160,-19521
6371327222,1151.89,1154142555,,#N/A
6371827223,1152.39,1154642556,,#N/A
6372196046,1152.76,1155011381,1154991956,-19425
6372327227,1152.89,1155142561,,#N/A
6372827228,1153.39,1155642561,,#N/A
6373200125,1153.77,1156015460,1155995153,-20307
6373327230,1153.89,1156142563,,#N/A
6373827232,1154.39,1156642566,,#N/A
6374225109,1154.79,1157040443,1157008867,-31576
6374327234,1154.89,1157142567,,#N/A
6374827235,1155.39,1157642568,,#N/A
6375227683,1155.79,1158043017,1158023046,-19971
6375327238,1155.89,1158142572,,#N/A
6375827239,1156.39,1158642572,,#N/A
6376230518,1156.8,1159045851,1159026087,-19764
6376327240,1156.89,1159142573,,#N/A
6376827242,1157.39,1159642575,,#N/A
6377234437,1157.8,1160049771,1160030322,-19449
6377327243,1157.89,1160142576,,#N/A
6377827244,1158.39,1160642577,,#N/A
6378236106,1158.8,1161051440,1161031020,-20420
6378327245,1158.89,1161142578,,#N/A
6378827248,1159.39,1161642582,,#N/A
6379238702,1159.8,1162054036,1162034246,-19790
6379327249,1159.89,1162142583,,#N/A
6379827251,1160.39,1162642584,,#N/A
6380250137,1160.82,1163065470,1163048459,-17011
6380327252,1160.89,1163142585,,#N/A
6380827254,1161.39,1163642587,,#N/A
6381259865,1161.83,1164075199,1164058899,-16300
6381327256,1161.89,1164142589,,#N/A
6381827258,1162.39,1164642591,,#N/A
6382262789,1162.83,1165078123,1165058104,-20019
6382327260,1162.89,1165142593,,#N/A
6382827262,1163.39,1165642595,,#N/A
6383265725,1163.83,1166081059,1166061141,-19918
6383327263,1163.89,1166142596,,#N/A
6383827266,1164.39,1166642600,,#N/A
6384268943,1164.84,1167084276,1167064486,-19790
6384327268,1164.89,1167142601,,#N/A
6384827269,1165.39,1167642603,,#N/A
6385272169,1165.84,1168087503,1168067419,-20084
6385327271,1165.89,1168142605,,#N/A
6385827273,1166.39,1168642607,,#N/A
